,p_rec,test_n,density,p_inf,p_test,Run,Fraction Dead,Fraction Infected,Fraction Quarantined,Fraction Recovered,hood,p_reinf,p_death
272,0.2,0.0,0.4,0.2,True,272,0.0068,0.0,0.0,0.2048,Moore,0.01,0.02
273,0.2,0.0,0.4,0.2,False,273,0.0059,0.0,0.0,0.2,Moore,0.01,0.02
274,0.2,0.0,0.4,0.4,True,274,0.0065,0.0,0.0,0.1993,Moore,0.01,0.02
275,0.2,0.0,0.4,0.4,False,275,0.0048,0.0,0.0,0.1955,Moore,0.01,0.02
276,0.2,0.0,0.4,0.6,True,276,0.0058,0.0,0.0,0.1999,Moore,0.01,0.02
277,0.2,0.0,0.4,0.6,False,277,0.0065,0.0,0.0,0.2045,Moore,0.01,0.02
278,0.2,0.0,0.4,0.8,True,278,0.0051,0.0,0.0,0.1971,Moore,0.01,0.02
279,0.2,0.0,0.4,0.8,False,279,0.0048,0.0,0.0,0.203,Moore,0.01,0.02
280,0.2,0.0,0.6,0.0,True,280,0.003,0.0,0.0,0.1981,Moore,0.01,0.02
281,0.2,0.0,0.6,0.0,False,281,0.0022,0.0,0.0,0.2019,Moore,0.01,0.02
282,0.2,0.0,0.6,0.2,True,282,0.0024,0.0,0.0,0.1994,Moore,0.01,0.02
283,0.2,0.0,0.6,0.2,False,283,0.0017,0.0,0.0,0.2004,Moore,0.01,0.02
284,0.2,0.0,0.6,0.4,True,284,0.0026,0.0,0.0,0.1998,Moore,0.01,0.02
285,0.2,0.0,0.6,0.4,False,285,0.0036,0.0,0.0,0.2043,Moore,0.01,0.02
286,0.2,0.0,0.6,0.6,True,286,0.0026,0.0,0.0,0.2032,Moore,0.01,0.02
287,0.2,0.0,0.6,0.6,False,287,0.0027,0.0,0.0,0.2028,Moore,0.01,0.02
288,0.2,0.0,0.6,0.8,True,288,0.0024,0.0,0.0,0.2044,Moore,0.01,0.02
289,0.2,0.0,0.6,0.8,False,289,0.0027,0.0,0.0,0.1906,Moore,0.01,0.02
290,0.2,0.0,0.8,0.0,True,290,0.0009,0.0,0.0,0.1992,Moore,0.01,0.02
291,0.2,0.0,0.8,0.0,False,291,0.0003,0.0,0.0,0.2026,Moore,0.01,0.02
292,0.2,0.0,0.8,0.2,True,292,0.0009,0.0,0.0,0.2057,Moore,0.01,0.02
293,0.2,0.0,0.8,0.2,False,293,0.0011,0.0,0.0,0.2006,Moore,0.01,0.02
294,0.2,0.0,0.8,0.4,True,294,0.002,0.0,0.0,0.202,Moore,0.01,0.02
295,0.2,0.0,0.8,0.4,False,295,0.0005,0.0,0.0,0.2019,Moore,0.01,0.02
296,0.2,0.0,0.8,0.6,True,296,0.0003,0.0,0.0,0.1977,Moore,0.01,0.02
297,0.2,0.0,0.8,0.6,False,297,0.0012,0.0,0.0,0.2039,Moore,0.01,0.02
298,0.2,0.0,0.8,0.8,True,298,0.0008,0.0,0.0,0.2048,Moore,0.01,0.02
299,0.2,0.0,0.8,0.8,False,299,0.0013,0.0,0.0,0.2076,Moore,0.01,0.02
300,0.2,0.2,0.0,0.0,True,300,0.6249,0.3751,0.0,0.6249,Moore,0.01,0.02
301,0.2,0.2,0.0,0.0,False,301,0.6246,0.3754,0.0,0.6246,Moore,0.01,0.02
302,0.2,0.2,0.0,0.2,True,302,0.6039,0.3888,0.3888,0.6039,Moore,0.01,0.02
303,0.2,0.2,0.0,0.2,False,303,0.6121,0.3876,0.3876,0.6121,Moore,0.01,0.02
304,0.2,0.2,0.0,0.4,True,304,0.5888,0.3786,0.3786,0.5888,Moore,0.01,0.02
305,0.2,0.2,0.0,0.4,False,305,0.6076,0.3855,0.3855,0.6076,Moore,0.01,0.02
306,0.2,0.2,0.0,0.6,True,306,0.5606,0.3648,0.3648,0.5606,Moore,0.01,0.02
307,0.2,0.2,0.0,0.6,False,307,0.596,0.3741,0.3741,0.596,Moore,0.01,0.02
308,0.2,0.2,0.0,0.8,True,308,0.5409,0.3312,0.3312,0.5409,Moore,0.01,0.02
309,0.2,0.2,0.0,0.8,False,309,0.5636,0.3496,0.3496,0.5636,Moore,0.01,0.02
310,0.2,0.2,0.2,0.0,True,310,0.0881,0.0004,0.0,0.9996,Moore,0.01,0.02
311,0.2,0.2,0.2,0.0,False,311,0.0907,0.0004,0.0,0.9993,Moore,0.01,0.02
312,0.2,0.2,0.2,0.2,True,312,0.0735,0.0,0.0,0.9835,Moore,0.01,0.02
313,0.2,0.2,0.2,0.2,False,313,0.074,0.0,0.0,0.9959,Moore,0.01,0.02
314,0.2,0.2,0.2,0.4,True,314,0.0698,0.0,0.0,0.9532,Moore,0.01,0.02
315,0.2,0.2,0.2,0.4,False,315,0.0779,0.0,0.0,0.9835,Moore,0.01,0.02
316,0.2,0.2,0.2,0.6,True,316,0.0655,0.0,0.0,0.9147,Moore,0.01,0.02
317,0.2,0.2,0.2,0.6,False,317,0.0666,0.0,0.0,0.9469,Moore,0.01,0.02
318,0.2,0.2,0.2,0.8,True,318,0.0601,0.0,0.0,0.8623,Moore,0.01,0.02
319,0.2,0.2,0.2,0.8,False,319,0.0705,0.0,0.0,0.8916,Moore,0.01,0.02
320,0.2,0.2,0.4,0.0,True,320,0.0274,0.0,0.0,0.9958,Moore,0.01,0.02
321,0.2,0.2,0.4,0.0,False,321,0.0292,0.0,0.0,0.9959,Moore,0.01,0.02
322,0.2,0.2,0.4,0.2,True,322,0.0299,0.0,0.0,0.9683,Moore,0.01,0.02
323,0.2,0.2,0.4,0.2,False,323,0.028,0.0,0.0,0.9842,Moore,0.01,0.02
324,0.2,0.2,0.4,0.4,True,324,0.0294,0.0,0.0,0.9338,Moore,0.01,0.02
325,0.2,0.2,0.4,0.4,False,325,0.0258,0.0,0.0,0.9518,Moore,0.01,0.02
326,0.2,0.2,0.4,0.6,True,326,0.0232,0.0,0.0,0.8901,Moore,0.01,0.02
327,0.2,0.2,0.4,0.6,False,327,0.0279,0.0,0.0,0.926,Moore,0.01,0.02
328,0.2,0.2,0.4,0.8,True,328,0.0258,0.0,0.0,0.8534,Moore,0.01,0.02
329,0.2,0.2,0.4,0.8,False,329,0.0268,0.0,0.0,0.8797,Moore,0.01,0.02
330,0.2,0.2,0.6,0.0,True,330,0.0109,0.0,0.0,0.9708,Moore,0.01,0.02
331,0.2,0.2,0.6,0.0,False,331,0.0132,0.0,0.0,0.9693,Moore,0.01,0.02
332,0.2,0.2,0.6,0.2,True,332,0.0117,0.0,0.0,0.9342,Moore,0.01,0.02
333,0.2,0.2,0.6,0.2,False,333,0.0125,0.0,0.0,0.9528,Moore,0.01,0.02
334,0.2,0.2,0.6,0.4,True,334,0.0126,0.0,0.0,0.9089,Moore,0.01,0.02
335,0.2,0.2,0.6,0.4,False,335,0.0117,0.0,0.0,0.9306,Moore,0.01,0.02
336,0.2,0.2,0.6,0.6,True,336,0.012,0.0,0.0,0.888,Moore,0.01,0.02
337,0.2,0.2,0.6,0.6,False,337,0.0126,0.0,0.0,0.9132,Moore,0.01,0.02
338,0.2,0.2,0.6,0.8,True,338,0.0105,0.0,0.0,0.8521,Moore,0.01,0.02
339,0.2,0.2,0.6,0.8,False,339,0.0114,0.0,0.0,0.8711,Moore,0.01,0.02
340,0.2,0.2,0.8,0.0,True,340,0.0052,0.0,0.0,0.9244,Moore,0.01,0.02
341,0.2,0.2,0.8,0.0,False,341,0.0049,0.0,0.0,0.9204,Moore,0.01,0.02
342,0.2,0.2,0.8,0.2,True,342,0.0057,0.0,0.0,0.8869,Moore,0.01,0.02
343,0.2,0.2,0.8,0.2,False,343,0.0066,0.0,0.0,0.9031,Moore,0.01,0.02
344,0.2,0.2,0.8,0.4,True,344,0.0047,0.0,0.0,0.8762,Moore,0.01,0.02
345,0.2,0.2,0.8,0.4,False,345,0.0038,0.0,0.0,0.8731,Moore,0.01,0.02
346,0.2,0.2,0.8,0.6,True,346,0.0046,0.0,0.0,0.8598,Moore,0.01,0.02
347,0.2,0.2,0.8,0.6,False,347,0.0036,0.0,0.0,0.8834,Moore,0.01,0.02
348,0.2,0.2,0.8,0.8,True,348,0.0051,0.0,0.0,0.855,Moore,0.01,0.02
349,0.2,0.2,0.8,0.8,False,349,0.0037,0.0,0.0,0.8242,Moore,0.01,0.02
350,0.2,0.4,0.0,0.0,True,350,0.627,0.373,0.0,0.627,Moore,0.01,0.02
351,0.2,0.4,0.0,0.0,False,351,0.6304,0.3696,0.0,0.6304,Moore,0.01,0.02
352,0.2,0.4,0.0,0.2,True,352,0.6138,0.3862,0.3862,0.6138,Moore,0.01,0.02
353,0.2,0.4,0.0,0.2,False,353,0.6201,0.3799,0.3799,0.6201,Moore,0.01,0.02
354,0.2,0.4,0.0,0.4,True,354,0.6098,0.3902,0.3902,0.6098,Moore,0.01,0.02
355,0.2,0.4,0.0,0.4,False,355,0.6216,0.3784,0.3784,0.6216,Moore,0.01,0.02
356,0.2,0.4,0.0,0.6,True,356,0.6213,0.3787,0.3787,0.6213,Moore,0.01,0.02
357,0.2,0.4,0.0,0.6,False,357,0.6203,0.3797,0.3797,0.6203,Moore,0.01,0.02
358,0.2,0.4,0.0,0.8,True,358,0.612,0.388,0.388,0.612,Moore,0.01,0.02
359,0.2,0.4,0.0,0.8,False,359,0.6111,0.3889,0.3889,0.6111,Moore,0.01,0.02
360,0.2,0.4,0.2,0.0,True,360,0.0898,0.0001,0.0,0.9999,Moore,0.01,0.02
361,0.2,0.4,0.2,0.0,False,361,0.0842,0.0003,0.0,0.9997,Moore,0.01,0.02
362,0.2,0.4,0.2,0.2,True,362,0.0758,0.0,0.0,1.0,Moore,0.01,0.02
363,0.2,0.4,0.2,0.2,False,363,0.0758,0.0,0.0,1.0,Moore,0.01,0.02
364,0.2,0.4,0.2,0.4,True,364,0.0733,0.0,0.0,1.0,Moore,0.01,0.02
365,0.2,0.4,0.2,0.4,False,365,0.0782,0.0,0.0,1.0,Moore,0.01,0.02
366,0.2,0.4,0.2,0.6,True,366,0.0741,0.0,0.0,1.0,Moore,0.01,0.02
367,0.2,0.4,0.2,0.6,False,367,0.0741,0.0,0.0,1.0,Moore,0.01,0.02
368,0.2,0.4,0.2,0.8,True,368,0.0765,0.0,0.0,1.0,Moore,0.01,0.02
369,0.2,0.4,0.2,0.8,False,369,0.0722,0.0,0.0,1.0,Moore,0.01,0.02
370,0.2,0.4,0.4,0.0,True,370,0.0333,0.0,0.0,1.0,Moore,0.01,0.02
371,0.2,0.4,0.4,0.0,False,371,0.0315,0.0,0.0,1.0,Moore,0.01,0.02
372,0.2,0.4,0.4,0.2,True,372,0.0304,0.0,0.0,0.9999,Moore,0.01,0.02
373,0.2,0.4,0.4,0.2,False,373,0.0299,0.0,0.0,1.0,Moore,0.01,0.02
374,0.2,0.4,0.4,0.4,True,374,0.0285,0.0,0.0,1.0,Moore,0.01,0.02
375,0.2,0.4,0.4,0.4,False,375,0.0291,0.0,0.0,0.9998,Moore,0.01,0.02
376,0.2,0.4,0.4,0.6,True,376,0.0277,0.0,0.0,1.0,Moore,0.01,0.02
377,0.2,0.4,0.4,0.6,False,377,0.0284,0.0,0.0,1.0,Moore,0.01,0.02
378,0.2,0.4,0.4,0.8,True,378,0.0339,0.0,0.0,0.9999,Moore,0.01,0.02
379,0.2,0.4,0.4,0.8,False,379,0.0264,0.0,0.0,1.0,Moore,0.01,0.02
380,0.2,0.4,0.6,0.0,True,380,0.0131,0.0,0.0,1.0,Moore,0.01,0.02
381,0.2,0.4,0.6,0.0,False,381,0.0134,0.0,0.0,1.0,Moore,0.01,0.02
382,0.2,0.4,0.6,0.2,True,382,0.0131,0.0,0.0,1.0,Moore,0.01,0.02
383,0.2,0.4,0.6,0.2,False,383,0.0136,0.0,0.0,1.0,Moore,0.01,0.02
384,0.2,0.4,0.6,0.4,True,384,0.0124,0.0,0.0,1.0,Moore,0.01,0.02
385,0.2,0.4,0.6,0.4,False,385,0.0114,0.0,0.0,1.0,Moore,0.01,0.02
386,0.2,0.4,0.6,0.6,True,386,0.0125,0.0,0.0,1.0,Moore,0.01,0.02
387,0.2,0.4,0.6,0.6,False,387,0.012,0.0,0.0,1.0,Moore,0.01,0.02
388,0.2,0.4,0.6,0.8,True,388,0.0132,0.0,0.0,1.0,Moore,0.01,0.02
389,0.2,0.4,0.6,0.8,False,389,0.0113,0.0,0.0,1.0,Moore,0.01,0.02
390,0.2,0.4,0.8,0.0,True,390,0.0051,0.0,0.0,1.0,Moore,0.01,0.02
391,0.2,0.4,0.8,0.0,False,391,0.0072,0.0,0.0,1.0,Moore,0.01,0.02
392,0.2,0.4,0.8,0.2,True,392,0.0051,0.0,0.0,1.0,Moore,0.01,0.02
393,0.2,0.4,0.8,0.2,False,393,0.0048,0.0,0.0,0.9999,Moore,0.01,0.02
394,0.2,0.4,0.8,0.4,True,394,0.0063,0.0,0.0,1.0,Moore,0.01,0.02
395,0.2,0.4,0.8,0.4,False,395,0.0044,0.0,0.0,1.0,Moore,0.01,0.02
396,0.2,0.4,0.8,0.6,True,396,0.0049,0.0,0.0,0.9999,Moore,0.01,0.02
397,0.2,0.4,0.8,0.6,False,397,0.0052,0.0,0.0,1.0,Moore,0.01,0.02
398,0.2,0.4,0.8,0.8,True,398,0.0044,0.0,0.0,1.0,Moore,0.01,0.02
399,0.2,0.4,0.8,0.8,False,399,0.0046,0.0,0.0,0.9999,Moore,0.01,0.02
400,0.2,0.6,0.0,0.0,True,400,0.6257,0.3743,0.0,0.6257,Moore,0.01,0.02
401,0.2,0.6,0.0,0.0,False,401,0.6252,0.3748,0.0,0.6252,Moore,0.01,0.02
402,0.2,0.6,0.0,0.2,True,402,0.6142,0.3858,0.3858,0.6142,Moore,0.01,0.02
403,0.2,0.6,0.0,0.2,False,403,0.6227,0.3773,0.3773,0.6227,Moore,0.01,0.02
404,0.2,0.6,0.0,0.4,True,404,0.6115,0.3885,0.3885,0.6115,Moore,0.01,0.02
405,0.2,0.6,0.0,0.4,False,405,0.6146,0.3854,0.3854,0.6146,Moore,0.01,0.02
406,0.2,0.6,0.0,0.6,True,406,0.6269,0.3731,0.3731,0.6269,Moore,0.01,0.02
407,0.2,0.6,0.0,0.6,False,407,0.6227,0.3773,0.3773,0.6227,Moore,0.01,0.02
408,0.2,0.6,0.0,0.8,True,408,0.6115,0.3885,0.3885,0.6115,Moore,0.01,0.02
409,0.2,0.6,0.0,0.8,False,409,0.6074,0.3926,0.3926,0.6074,Moore,0.01,0.02
410,0.2,0.6,0.2,0.0,True,410,0.0899,0.0003,0.0,0.9997,Moore,0.01,0.02
411,0.2,0.6,0.2,0.0,False,411,0.0901,0.0002,0.0,0.9998,Moore,0.01,0.02
412,0.2,0.6,0.2,0.2,True,412,0.0754,0.0,0.0,1.0,Moore,0.01,0.02
413,0.2,0.6,0.2,0.2,False,413,0.077,0.0,0.0,1.0,Moore,0.01,0.02
414,0.2,0.6,0.2,0.4,True,414,0.076,0.0,0.0,1.0,Moore,0.01,0.02
415,0.2,0.6,0.2,0.4,False,415,0.0732,0.0,0.0,1.0,Moore,0.01,0.02
416,0.2,0.6,0.2,0.6,True,416,0.071,0.0,0.0,1.0,Moore,0.01,0.02
417,0.2,0.6,0.2,0.6,False,417,0.0743,0.0,0.0,1.0,Moore,0.01,0.02
418,0.2,0.6,0.2,0.8,True,418,0.0773,0.0,0.0,1.0,Moore,0.01,0.02
419,0.2,0.6,0.2,0.8,False,419,0.0737,0.0,0.0,1.0,Moore,0.01,0.02
420,0.2,0.6,0.4,0.0,True,420,0.0309,0.0,0.0,1.0,Moore,0.01,0.02
421,0.2,0.6,0.4,0.0,False,421,0.0343,0.0,0.0,1.0,Moore,0.01,0.02
422,0.2,0.6,0.4,0.2,True,422,0.0298,0.0,0.0,1.0,Moore,0.01,0.02
423,0.2,0.6,0.4,0.2,False,423,0.0283,0.0,0.0,1.0,Moore,0.01,0.02
424,0.2,0.6,0.4,0.4,True,424,0.0295,0.0,0.0,1.0,Moore,0.01,0.02
425,0.2,0.6,0.4,0.4,False,425,0.0302,0.0,0.0,1.0,Moore,0.01,0.02
426,0.2,0.6,0.4,0.6,True,426,0.0298,0.0,0.0,1.0,Moore,0.01,0.02
427,0.2,0.6,0.4,0.6,False,427,0.0277,0.0,0.0,1.0,Moore,0.01,0.02
428,0.2,0.6,0.4,0.8,True,428,0.0292,0.0,0.0,1.0,Moore,0.01,0.02
429,0.2,0.6,0.4,0.8,False,429,0.0324,0.0,0.0,1.0,Moore,0.01,0.02
430,0.2,0.6,0.6,0.0,True,430,0.0125,0.0,0.0,1.0,Moore,0.01,0.02
431,0.2,0.6,0.6,0.0,False,431,0.0141,0.0,0.0,1.0,Moore,0.01,0.02
432,0.2,0.6,0.6,0.2,True,432,0.0116,0.0,0.0,1.0,Moore,0.01,0.02
433,0.2,0.6,0.6,0.2,False,433,0.0135,0.0,0.0,1.0,Moore,0.01,0.02
434,0.2,0.6,0.6,0.4,True,434,0.0117,0.0,0.0,1.0,Moore,0.01,0.02
435,0.2,0.6,0.6,0.4,False,435,0.0126,0.0,0.0,1.0,Moore,0.01,0.02
436,0.2,0.6,0.6,0.6,True,436,0.0146,0.0,0.0,1.0,Moore,0.01,0.02
437,0.2,0.6,0.6,0.6,False,437,0.0146,0.0,0.0,1.0,Moore,0.01,0.02
438,0.2,0.6,0.6,0.8,True,438,0.0141,0.0,0.0,1.0,Moore,0.01,0.02
439,0.2,0.6,0.6,0.8,False,439,0.0137,0.0,0.0,1.0,Moore,0.01,0.02
440,0.2,0.6,0.8,0.0,True,440,0.0043,0.0,0.0,1.0,Moore,0.01,0.02
441,0.2,0.6,0.8,0.0,False,441,0.0048,0.0,0.0,1.0,Moore,0.01,0.02
442,0.2,0.6,0.8,0.2,True,442,0.0052,0.0,0.0,1.0,Moore,0.01,0.02
443,0.2,0.6,0.8,0.2,False,443,0.0048,0.0,0.0,1.0,Moore,0.01,0.02
444,0.2,0.6,0.8,0.4,True,444,0.005,0.0,0.0,1.0,Moore,0.01,0.02
445,0.2,0.6,0.8,0.4,False,445,0.0073,0.0,0.0,1.0,Moore,0.01,0.02
446,0.2,0.6,0.8,0.6,True,446,0.0056,0.0,0.0,1.0,Moore,0.01,0.02
447,0.2,0.6,0.8,0.6,False,447,0.0042,0.0,0.0,1.0,Moore,0.01,0.02
448,0.2,0.6,0.8,0.8,True,448,0.0052,0.0,0.0,1.0,Moore,0.01,0.02
449,0.2,0.6,0.8,0.8,False,449,0.0044,0.0,0.0,1.0,Moore,0.01,0.02
450,0.2,0.8,0.0,0.0,True,450,0.6234,0.3766,0.0,0.6234,Moore,0.01,0.02
451,0.2,0.8,0.0,0.0,False,451,0.6224,0.3776,0.0,0.6224,Moore,0.01,0.02
452,0.2,0.8,0.0,0.2,True,452,0.6195,0.3805,0.3805,0.6195,Moore,0.01,0.02
453,0.2,0.8,0.0,0.2,False,453,0.6226,0.3774,0.3774,0.6226,Moore,0.01,0.02
454,0.2,0.8,0.0,0.4,True,454,0.611,0.389,0.389,0.611,Moore,0.01,0.02
455,0.2,0.8,0.0,0.4,False,455,0.6251,0.3749,0.3749,0.6251,Moore,0.01,0.02
456,0.2,0.8,0.0,0.6,True,456,0.6203,0.3797,0.3797,0.6203,Moore,0.01,0.02
457,0.2,0.8,0.0,0.6,False,457,0.6257,0.3743,0.3743,0.6257,Moore,0.01,0.02
458,0.2,0.8,0.0,0.8,True,458,0.6147,0.3853,0.3853,0.6147,Moore,0.01,0.02
459,0.2,0.8,0.0,0.8,False,459,0.6245,0.3755,0.3755,0.6245,Moore,0.01,0.02
460,0.2,0.8,0.2,0.0,True,460,0.088,0.0002,0.0,0.9998,Moore,0.01,0.02
461,0.2,0.8,0.2,0.0,False,461,0.0891,0.0007,0.0,0.9993,Moore,0.01,0.02
462,0.2,0.8,0.2,0.2,True,462,0.0727,0.0,0.0,1.0,Moore,0.01,0.02
463,0.2,0.8,0.2,0.2,False,463,0.0771,0.0,0.0,1.0,Moore,0.01,0.02
464,0.2,0.8,0.2,0.4,True,464,0.0739,0.0,0.0,1.0,Moore,0.01,0.02
465,0.2,0.8,0.2,0.4,False,465,0.0803,0.0,0.0,1.0,Moore,0.01,0.02
466,0.2,0.8,0.2,0.6,True,466,0.0735,0.0001,0.0001,0.9999,Moore,0.01,0.02
467,0.2,0.8,0.2,0.6,False,467,0.0765,0.0,0.0,1.0,Moore,0.01,0.02
468,0.2,0.8,0.2,0.8,True,468,0.0726,0.0,0.0,1.0,Moore,0.01,0.02
469,0.2,0.8,0.2,0.8,False,469,0.0765,0.0,0.0,1.0,Moore,0.01,0.02
470,0.2,0.8,0.4,0.0,True,470,0.0302,0.0,0.0,1.0,Moore,0.01,0.02
471,0.2,0.8,0.4,0.0,False,471,0.031,0.0,0.0,1.0,Moore,0.01,0.02
472,0.2,0.8,0.4,0.2,True,472,0.0261,0.0,0.0,1.0,Moore,0.01,0.02
473,0.2,0.8,0.4,0.2,False,473,0.0295,0.0,0.0,1.0,Moore,0.01,0.02
474,0.2,0.8,0.4,0.4,True,474,0.0307,0.0,0.0,1.0,Moore,0.01,0.02
475,0.2,0.8,0.4,0.4,False,475,0.0295,0.0,0.0,1.0,Moore,0.01,0.02
476,0.2,0.8,0.4,0.6,True,476,0.0284,0.0,0.0,1.0,Moore,0.01,0.02
477,0.2,0.8,0.4,0.6,False,477,0.0294,0.0,0.0,1.0,Moore,0.01,0.02
478,0.2,0.8,0.4,0.8,True,478,0.0304,0.0,0.0,1.0,Moore,0.01,0.02
479,0.2,0.8,0.4,0.8,False,479,0.026,0.0,0.0,1.0,Moore,0.01,0.02
480,0.2,0.8,0.6,0.0,True,480,0.0156,0.0,0.0,1.0,Moore,0.01,0.02
481,0.2,0.8,0.6,0.0,False,481,0.014,0.0,0.0,1.0,Moore,0.01,0.02
482,0.2,0.8,0.6,0.2,True,482,0.0144,0.0,0.0,1.0,Moore,0.01,0.02
483,0.2,0.8,0.6,0.2,False,483,0.0142,0.0,0.0,1.0,Moore,0.01,0.02
484,0.2,0.8,0.6,0.4,True,484,0.0117,0.0,0.0,1.0,Moore,0.01,0.02
485,0.2,0.8,0.6,0.4,False,485,0.0119,0.0,0.0,1.0,Moore,0.01,0.02
486,0.2,0.8,0.6,0.6,True,486,0.0154,0.0,0.0,1.0,Moore,0.01,0.02
487,0.2,0.8,0.6,0.6,False,487,0.0126,0.0,0.0,1.0,Moore,0.01,0.02
488,0.2,0.8,0.6,0.8,True,488,0.0125,0.0,0.0,1.0,Moore,0.01,0.02
489,0.2,0.8,0.6,0.8,False,489,0.0114,0.0,0.0,1.0,Moore,0.01,0.02
490,0.2,0.8,0.8,0.0,True,490,0.0045,0.0,0.0,1.0,Moore,0.01,0.02
491,0.2,0.8,0.8,0.0,False,491,0.0049,0.0,0.0,1.0,Moore,0.01,0.02
492,0.2,0.8,0.8,0.2,True,492,0.0059,0.0,0.0,1.0,Moore,0.01,0.02
493,0.2,0.8,0.8,0.2,False,493,0.0047,0.0,0.0,1.0,Moore,0.01,0.02
494,0.2,0.8,0.8,0.4,True,494,0.0049,0.0,0.0,1.0,Moore,0.01,0.02
495,0.2,0.8,0.8,0.4,False,495,0.0059,0.0,0.0,1.0,Moore,0.01,0.02
496,0.2,0.8,0.8,0.6,True,496,0.0044,0.0,0.0,1.0,Moore,0.01,0.02
497,0.2,0.8,0.8,0.6,False,497,0.0049,0.0,0.0,1.0,Moore,0.01,0.02
498,0.2,0.8,0.8,0.8,True,498,0.0043,0.0,0.0,1.0,Moore,0.01,0.02
499,0.2,0.8,0.8,0.8,False,499,0.005,0.0,0.0,1.0,Moore,0.01,0.02
500,0.4,0.0,0.0,0.0,True,500,0.2505,0.1451,0.0,0.2505,Moore,0.01,0.02
501,0.4,0.0,0.0,0.0,False,501,0.2574,0.1436,0.0,0.2574,Moore,0.01,0.02
502,0.4,0.0,0.0,0.2,True,502,0.2458,0.154,0.154,0.2458,Moore,0.01,0.02
503,0.4,0.0,0.0,0.2,False,503,0.2488,0.1459,0.1459,0.2488,Moore,0.01,0.02
504,0.4,0.0,0.0,0.4,True,504,0.2535,0.1491,0.1491,0.2535,Moore,0.01,0.02
505,0.4,0.0,0.0,0.4,False,505,0.2416,0.1517,0.1517,0.2416,Moore,0.01,0.02
506,0.4,0.0,0.0,0.6,True,506,0.2533,0.1523,0.1523,0.2533,Moore,0.01,0.02
507,0.4,0.0,0.0,0.6,False,507,0.2555,0.1501,0.1501,0.2555,Moore,0.01,0.02
508,0.4,0.0,0.0,0.8,True,508,0.2477,0.15,0.15,0.2477,Moore,0.01,0.02
509,0.4,0.0,0.0,0.8,False,509,0.2448,0.1566,0.1566,0.2448,Moore,0.01,0.02
510,0.4,0.0,0.2,0.0,True,510,0.0287,0.0,0.0,0.3998,Moore,0.01,0.02
511,0.4,0.0,0.2,0.0,False,511,0.0319,0.0,0.0,0.3958,Moore,0.01,0.02
512,0.4,0.0,0.2,0.2,True,512,0.0288,0.0,0.0,0.3937,Moore,0.01,0.02
513,0.4,0.0,0.2,0.2,False,513,0.0311,0.0,0.0,0.3992,Moore,0.01,0.02
514,0.4,0.0,0.2,0.4,True,514,0.0286,0.0,0.0,0.4004,Moore,0.01,0.02
515,0.4,0.0,0.2,0.4,False,515,0.03,0.0,0.0,0.3883,Moore,0.01,0.02
516,0.4,0.0,0.2,0.6,True,516,0.0289,0.0,0.0,0.3941,Moore,0.01,0.02
517,0.4,0.0,0.2,0.6,False,517,0.0309,0.0,0.0,0.405,Moore,0.01,0.02
518,0.4,0.0,0.2,0.8,True,518,0.0289,0.0,0.0,0.3949,Moore,0.01,0.02
519,0.4,0.0,0.2,0.8,False,519,0.0287,0.0,0.0,0.404,Moore,0.01,0.02
520,0.4,0.0,0.4,0.0,True,520,0.013,0.0,0.0,0.4032,Moore,0.01,0.02
521,0.4,0.0,0.4,0.0,False,521,0.0115,0.0,0.0,0.3963,Moore,0.01,0.02
522,0.4,0.0,0.4,0.2,True,522,0.012,0.0,0.0,0.4028,Moore,0.01,0.02
523,0.4,0.0,0.4,0.2,False,523,0.0116,0.0,0.0,0.3973,Moore,0.01,0.02
524,0.4,0.0,0.4,0.4,True,524,0.011,0.0,0.0,0.4007,Moore,0.01,0.02
525,0.4,0.0,0.4,0.4,False,525,0.0114,0.0,0.0,0.3921,Moore,0.01,0.02
526,0.4,0.0,0.4,0.6,True,526,0.0104,0.0,0.0,0.3903,Moore,0.01,0.02
527,0.4,0.0,0.4,0.6,False,527,0.0122,0.0,0.0,0.3935,Moore,0.01,0.02
528,0.4,0.0,0.4,0.8,True,528,0.0105,0.0,0.0,0.3993,Moore,0.01,0.02
529,0.4,0.0,0.4,0.8,False,529,0.0119,0.0,0.0,0.396,Moore,0.01,0.02
530,0.4,0.0,0.6,0.0,True,530,0.0064,0.0,0.0,0.3952,Moore,0.01,0.02
531,0.4,0.0,0.6,0.0,False,531,0.0055,0.0,0.0,0.3948,Moore,0.01,0.02
532,0.4,0.0,0.6,0.2,True,532,0.0056,0.0,0.0,0.3954,Moore,0.01,0.02
533,0.4,0.0,0.6,0.2,False,533,0.0059,0.0,0.0,0.4112,Moore,0.01,0.02
534,0.4,0.0,0.6,0.4,True,534,0.006,0.0,0.0,0.3965,Moore,0.01,0.02
535,0.4,0.0,0.6,0.4,False,535,0.0043,0.0,0.0,0.4035,Moore,0.01,0.02
536,0.4,0.0,0.6,0.6,True,536,0.0049,0.0,0.0,0.3935,Moore,0.01,0.02
537,0.4,0.0,0.6,0.6,False,537,0.005,0.0,0.0,0.3962,Moore,0.01,0.02
538,0.4,0.0,0.6,0.8,True,538,0.0043,0.0,0.0,0.4019,Moore,0.01,0.02
539,0.4,0.0,0.6,0.8,False,539,0.0052,0.0,0.0,0.4026,Moore,0.01,0.02
